timestamp,x,y,vx,vy,sog,cog,sog_true,cog_true
01-Jan-2022 00:00:00,-10.5487905655441,-3.46093141872302,4.75710382009254,-0.0416355702104533,4.7572860199746,359.498543308967,5,0
01-Jan-2022 00:00:10,48.8022255279098,-8.76498937517492,4.88191956542032,-0.00936505390560782,4.88192854796835,359.890088847568,5,0
01-Jan-2022 00:00:20,100.333126733801,1.57546204677003,4.77115132819409,0.00232328847782255,4.77115189385096,0.0278998934833226,5,0
01-Jan-2022 00:00:30,145.031327559929,-2.71307089403957,4.94104001277117,0.0213964448657548,4.94108633962802,0.248109369985741,5,0
01-Jan-2022 00:00:40,203.768679772267,5.50369251280662,5.09102368114829,0.0225848130131666,5.09107377630608,0.254174024557983,5,0
01-Jan-2022 00:00:50,250.657975535825,-3.05613820871324,5.31970307074895,-0.019306220548578,5.31973810361823,359.792063563574,5,0
01-Jan-2022 00:01:00,306.932279359909,-1.72623244885484,5.38393574149012,-0.0740127986425112,5.38444444328825,359.212406295991,5,0
01-Jan-2022 00:01:10,350.664074315278,5.2164026287402,5.26652726722379,-0.0744969641880308,5.2670541343416,359.1895841862,5,0
01-Jan-2022 00:01:20,404.620678466202,5.79064842999595,5.33226963678547,-0.029231633384099,5.33234976045032,359.685906272992,5,0
01-Jan-2022 00:01:30,447.843713836631,13.778852178575,5.34278988831611,-0.066426244090534,5.34320280698729,359.287685379733,5,0
01-Jan-2022 00:01:40,499.493968098264,-1.05697198708568,5.25720384499395,-0.0359089130352261,5.25732648005187,359.60865181774,5,0
01-Jan-2022 00:01:50,549.632785145118,-8.22567465797479,5.38787316913324,-0.000430408243268655,5.38787318632474,359.995422947983,5,0
01-Jan-2022 00:02:00,597.69664566181,4.03656368626691,5.50316489463615,0.0125755416517994,5.50317926309907,0.130929060162316,5,0
01-Jan-2022 00:02:10,657.741597714755,-12.3814832344283,5.22248055779304,0.048339583730721,5.22270427000051,0.530317922347137,5,0
01-Jan-2022 00:02:20,698.983877489242,-10.9208653192303,5.21820706664037,0.0593744030866255,5.21854484603489,0.651901288245369,5,0
01-Jan-2022 00:02:30,731.327782393275,10.533139874777,5.17505988952324,0.0438300673119407,5.17524549513865,0.485253868077734,5,0
01-Jan-2022 00:02:40,807.65607767155,-0.939626627755339,5.48085083652136,-0.00715394545198506,5.48085550540538,359.925214047834,5,0
01-Jan-2022 00:02:50,864.213747199651,-0.0415178286562418,5.16195886229155,-0.0873600635789693,5.16269804237076,359.030429089964,5,0
01-Jan-2022 00:03:00,903.962171221737,4.66117390606959,5.0158213053484,-0.0709161677453807,5.01632260426247,359.189977840956,5,0
01-Jan-2022 00:03:10,946.819991867236,-13.8175315525986,4.63521363416193,-0.0901329330977184,4.63608988048651,358.886009077544,5,0
01-Jan-2022 00:03:20,1005.0218205371,-0.572531963747019,4.35649351267141,-0.0549836303981372,4.35684047511036,359.276904074959,5,0
01-Jan-2022 00:03:30,1039.43989371724,-5.1243002043177,4.9530354543509,-0.00560291117596447,4.95303862337764,359.935186608415,5,0
01-Jan-2022 00:03:40,1102.83639788911,-9.558162282765,4.98968012866948,-0.0104769383700581,4.98969112798344,359.879694999847,5,0
01-Jan-2022 00:03:50,1143.64778463802,1.40162597965736,5.2626503883643,-0.052551567340988,5.26291276551122,359.427877073574,5,0
01-Jan-2022 00:04:00,1201.63548659921,-5.49512363438814,5.09980121214839,-0.101768691488775,5.10081652973301,358.856790204662,5,0
01-Jan-2022 00:04:10,1248.84237683678,4.9581285871358,5.0903531350808,-0.082206262012829,5.09101688362365,359.07478669285,5,0
01-Jan-2022 00:04:20,1289.19991937912,1.58574314408388,4.83418799075419,-0.0723672359847655,4.83472962499416,359.142352858708,5,0
01-Jan-2022 00:04:30,1351.51088644397,-4.83912634425372,4.41503594697128,-0.0274527328592379,4.41512129681508,359.643738923845,5,0
01-Jan-2022 00:04:40,1397.04830678106,-2.32778593092098,4.93558778312001,-0.0354236647352318,4.93571490271741,359.588784208817,5,0
01-Jan-2022 00:04:50,1447.79003629719,-4.81864090708453,4.97409245495583,-0.00263168203472469,4.97409315113809,359.969686076223,5,0
01-Jan-2022 00:05:00,1503.70340658219,5.44751835746347,4.8241616124649,0.01161454655842,4.82417559390946,0.137943805876489,5,0
01-Jan-2022 00:05:10,1543.46759258966,20.2448739858819,4.83472584809907,1.50743119368359,5.06427910269247,17.3170862055088,5.22015325445528,16.6992442339936
01-Jan-2022 00:05:20,1587.36582393474,28.0733024024171,5.18825365361528,1.63034855539408,5.43838325114439,17.4447214671721,5.22015325445528,16.6992442339936
01-Jan-2022 00:05:30,1652.55549375977,36.4486752560452,5.18180433251708,1.56886505461778,5.41409583403301,16.8444355993273,5.22015325445528,16.6992442339936
01-Jan-2022 00:05:40,1707.73741365999,54.6264373140075,5.46136082326649,1.66206195375093,5.70866989587035,16.9266360350765,5.22015325445528,16.6992442339936
01-Jan-2022 00:05:50,1738.92224005816,87.0761257734789,5.34697358368208,1.54661939509344,5.56616187851855,16.1325848566723,5.22015325445528,16.6992442339936
01-Jan-2022 00:06:00,1805.20429046689,97.1660516152476,5.13684384331541,1.45895306023222,5.34001017813341,15.8554692518342,5.22015325445528,16.6992442339936
01-Jan-2022 00:06:10,1878.93127483308,92.9995233756913,5.39864082230299,1.52692202888488,5.61042009216157,15.7927348481304,5.22015325445528,16.6992442339936
01-Jan-2022 00:06:20,1905.15290262616,120.280224308847,4.94182571178842,1.38316949580999,5.13174426679978,15.6364223505201,5.22015325445528,16.6992442339936
01-Jan-2022 00:06:30,1960.25171242411,146.074637189574,5.10883099856849,1.46218118523784,5.31395596428855,15.9714715331725,5.22015325445528,16.6992442339936
01-Jan-2022 00:06:40,2010.04713728362,153.014353818899,5.37687590682783,1.5064671395209,5.58392673303311,15.6515530592807,5.22015325445528,16.6992442339936
01-Jan-2022 00:06:50,2040.57829802647,158.565870294725,5.2652446114027,1.5831505034236,5.49810570418536,16.7349492996663,5.22015325445528,16.6992442339936
