timestamp,x,y,SOG,COG,x_true,y_true,vx_true,vy_true,sog_true,cog_true,pos_error,sog_error,cog_error,segment,segment_name,MMSI
12-Aug-2025 17:05:23,472.168126961677,330.855933125122,8.53963650306266,10.333355704109,469.909852161994,332.442640800422,7.89005312054444,1.02619784560821,7.95650804457232,7.41041794648888,2.75997215886971,0.583128458490338,0.0510148877013314,1,CV,843554276
12-Aug-2025 17:05:33,546.755998786607,338.943888905254,9.01206058212748,5.64560970175265,548.274890492587,342.22222861911,7.87331000514016,0.841670731637107,7.91817024681427,6.10184639888669,3.61310715229153,1.0938903353132,0.00796283253341334,1,CV,843554276
12-Aug-2025 17:05:43,628.717389043801,347.86925017936,7.28696682019976,13.0134043679123,627.220075240144,351.015564221452,7.90152430827857,0.924205695243889,7.95539078621775,6.67131610407539,3.48442831438574,0.668423966017996,0.110690321656046,1,CV,843554276
12-Aug-2025 17:05:53,695.322834696266,357.693547209619,8.14261830075673,4.67356199769718,705.896461972554,360.202818006738,7.92591616544979,0.816096869472128,7.96782035202228,5.87877841043439,10.867291921686,0.174797948734446,0.0210349946013393,1,CV,843554276
12-Aug-2025 17:06:03,787.353548011243,373.670632229938,7.5650489456908,7.95202820017866,785.534508825444,367.630441944926,7.93978252647838,0.65264897917667,7.96656119400283,4.69914007761129,6.30815363150133,0.401512248312025,0.0567736079378172,1,CV,843554276
12-Aug-2025 17:06:13,866.420646892895,374.115339092902,6.82010362482861,6.96779387566966,864.150279534706,374.741506945849,7.86625812211638,0.776763413083891,7.90451631940042,5.63946043138597,2.35513356759082,1.08441269457181,0.023183792167107,1,CV,843554276
12-Aug-2025 17:06:23,935.767601560838,381.367604374937,8.12305646429453,2.39451639227342,942.953515835261,382.82540952482,7.81430210138337,0.809339453467055,7.85610257587202,5.91312985484341,7.33229567150572,0.266953888422518,0.0614113900268447,1,CV,843554276
12-Aug-2025 17:06:33,1020.53139262533,389.502493665795,6.90905434385067,5.80923205552037,1021.32964568745,391.621126638017,7.82121135518445,0.862529223960551,7.86862781713891,6.29319271221738,2.26402597647586,0.959573473288239,0.00844670690947646,1,CV,843554276
12-Aug-2025 17:06:43,1102.7332685379,403.309157852118,6.82218369298858,17.5154161683514,1099.99184683496,399.46289306389,7.85765407135938,0.763489668550472,7.89465920601605,5.54972825671511,4.72325584470552,1.07247551302747,0.208840651324138,1,CV,843554276
12-Aug-2025 17:06:53,1178.36894346636,404.732587465297,7.46673293294811,9.35666497985656,1178.75862481164,406.766632889047,7.88824919124317,0.741197272449204,7.92299493246302,5.3678772164568,2.07103653679338,0.456261999514908,0.0696174796345863,1,CV,843554276
12-Aug-2025 17:07:03,1262.86298781714,416.901881750238,7.73778182980723,2.82287071406093,1257.12379509869,414.945921789542,7.82569663181378,0.782454378542334,7.86471630942157,5.70975743764238,6.06334168815259,0.126934479614344,0.0503856784586074,1,CV,843554276
12-Aug-2025 17:07:13,1336.56274145389,424.732825881675,7.94660290677468,6.00627506861,1336.19360854709,422.309831991856,8.00448048074598,0.720304766885779,8.0368244178806,5.1420653305036,2.45095052846469,0.0902215111059217,0.0150833053577548,1,CV,843554276
12-Aug-2025 17:07:23,1409.86884890425,422.154102709746,7.53696260047165,7.95953817382129,1415.9723056858,428.545960433964,7.95356215768448,0.59970105643541,7.97613893768409,4.31196045610468,8.83787473609659,0.43917633721244,0.063662240896535,1,CV,843554276
12-Aug-2025 17:07:33,1490.34278205844,431.586922019904,8.00352988828882,2.54217400295604,1495.8556936684,434.428896546715,7.96131004151475,0.513021266396455,7.97782228411354,3.68700237712278,6.20233936754486,0.025707604175282,0.0199810244994634,1,CV,843554276
12-Aug-2025 17:07:53,1654.28759640634,443.710114745952,7.8583126639099,3.89927083776655,1651.53667992273,444.207169248304,7.65749758019328,0.453668550415871,7.67092460817484,3.39052607512504,2.79546144278813,0.187388055735056,0.00887927116037135,1,CV,843554276
12-Aug-2025 17:08:03,1726.99965231912,449.248339972365,7.36299179119726,0.542567508259604,1727.8187610968,449.311085351762,7.57384702038628,0.445850231418352,7.58695862102001,3.3689471137809,0.821508473666028,0.223966829822752,0.049329630027565,1,CV,843554276
12-Aug-2025 17:08:13,1802.8765252669,454.669526195716,7.16819583315072,2.77356750152092,1803.25751635334,453.676923990386,7.53563396291247,0.328778622843085,7.54280283487766,2.49822222397196,1.06320898508625,0.374607001726941,0.00480568167304707,1,CV,843554276
12-Aug-2025 17:08:23,1879.57684741503,460.006486425048,7.8752810834651,0.579560944786126,1879.14157892152,457.282995695264,7.61346241658012,0.299106158742695,7.61933556570885,2.24979265669566,2.75805373708648,0.255945517756247,0.0291510426440427,1,CV,843554276
12-Aug-2025 17:08:33,1960.55937695254,463.048370341994,6.84161515704423,5.60705773130604,1955.03609615976,460.317077086476,7.60323357834196,0.332354282553382,7.61049408487768,2.50293284330873,6.16170378738689,0.768878927833454,0.0541771996886533,1,CV,843554276
12-Aug-2025 17:08:43,2035.80631704012,463.837710568524,7.23062635682319,357.435351551198,2030.5804745598,463.512962720038,7.47893084539825,0.327955190728811,7.48611789897643,2.5108426187929,5.23592310812032,0.255491542153241,0.0885840302850873,1,CV,843554276
12-Aug-2025 17:08:53,2112.92912036755,464.126195125238,7.39204572280032,6.60722968933233,2105.22682691041,466.861700423468,7.42532831812506,0.357697636457988,7.43393894453523,2.7579566615672,8.17363528282347,0.0418932217349051,0.0671824881427128,1,CV,843554276
12-Aug-2025 17:09:03,2177.74230193963,469.586428872921,7.36425692090023,354.986890515768,2179.35771755335,469.082845648982,7.40300076379843,0.112349732208808,7.40385323808674,0.869467876552097,1.69208855220046,0.0395963171865112,0.102670343448953,1,CV,843554276
12-Aug-2025 17:09:23,2327.04772585698,468.770262146693,6.50823703387044,1.10280328139696,2325.29236715285,472.325646991291,7.22398265807575,0.291018568892878,7.22984213186012,2.30691645390952,3.965103475748,0.721605097989684,0.0210157394269785,1,CV,843554276
12-Aug-2025 17:09:33,2393.24451526753,477.791570819692,6.87866993634053,8.59202605473578,2397.94813726151,475.373748243127,7.26863658652153,0.237139466107911,7.27250389847302,1.86861357192667,5.28866012085818,0.393833962132488,0.117345684794706,1,CV,843554276
12-Aug-2025 17:09:43,2472.19763827444,476.166399709182,7.7741870338389,357.453252372593,2470.7907393711,477.456760635731,7.32388771718954,0.179715987886223,7.32609235065337,1.4056607716168,1.90903007963719,0.448094683185539,0.0689825399464432,1,CV,843554276
