timestamp,x,y,vx,vy,sog,cog
01-Jan-2022 00:00:00,-0.0261376478568008,-1.69296418269899,0,0,0,0
01-Jan-2022 00:00:10,50.9654367664245,1.86624172050916,5.09915744142813,0.355920590320815,5.11156395627465,3.99276280321785
01-Jan-2022 00:00:20,100.583401247298,-0.426787306836047,4.96179644808736,-0.229302902734521,4.9670920882801,357.354033436286
01-Jan-2022 00:00:30,149.918589168392,-0.456056561141335,4.93351879210944,-0.00292692543052887,4.93351966034285,359.966007942503
01-Jan-2022 00:00:40,197.23779043562,0.530128364847685,4.73192012672274,0.0986184925989021,4.73294767483925,1.19393510005189
01-Jan-2022 00:00:50,252.124146397191,0.117096422226794,5.48863559615712,-0.0413031942620892,5.48879100178348,359.568844751868
01-Jan-2022 00:01:00,298.870798912865,1.32530167553018,4.67466525156737,0.120820525330338,4.67622634327644,1.48052641198302
01-Jan-2022 00:01:10,352.418147671461,0.909642966385735,5.35473487585963,-0.0415658709144442,5.35489619996245,359.555253210814
01-Jan-2022 00:01:20,400.987142663035,0.443241247087917,4.85689949915737,-0.0466401719297818,4.85712343373655,359.449813019464
01-Jan-2022 00:01:30,448.8507117783,0.264540452198468,4.78635691152651,-0.0178700794889449,4.7863902707843,359.786084615954
01-Jan-2022 00:01:40,502.257279580425,-0.112011775217753,5.34065678021256,-0.0376552227416221,5.34078952588755,359.596032907821
01-Jan-2022 00:01:50,551.412531751398,-0.121101813755809,4.9155252170973,-0.000909003853805569,4.9155253011461,359.989404573979
01-Jan-2022 00:02:00,601.180497044648,-1.23921448643854,4.97679652932493,-0.111811267268274,4.97805237555701,358.712980095716
01-Jan-2022 00:02:10,647.619439850982,-4.87071216910603,4.64389428063342,-0.363149768266749,4.65807168728563,355.528603749325
01-Jan-2022 00:02:20,701.464011148887,0.693624813803927,5.38445712979047,0.556433698290996,5.41313190705208,5.90004402803601
01-Jan-2022 00:02:30,751.45617406809,1.14231933989338,4.9992162919203,0.0448694526089451,4.99941764620428,0.514232848685564
01-Jan-2022 00:02:40,796.444851459322,0.206757570184409,4.49886773912326,-0.0935561769708969,4.49984040743374,358.80867767258
01-Jan-2022 00:02:50,853.869695471531,1.86134600638886,5.74248440122084,0.165458843620445,5.74486759875255,1.65041306568489
01-Jan-2022 00:03:00,899.698330717295,-0.936398114846632,4.58286352457645,-0.279774412123549,4.5913954095212,356.50654581432
01-Jan-2022 00:03:10,949.269426636569,0.516269017122646,4.95710959192734,0.145266713196928,4.9592376353973,1.6785564428148
01-Jan-2022 00:03:20,1000.37071973235,-1.78913011275534,5.11012930957797,-0.230539912987798,5.11532698975229,357.416892460214
01-Jan-2022 00:03:30,1049.09115053072,-0.566032170885974,4.87204307983748,0.122309794186936,4.87357809597284,1.43807500367061
01-Jan-2022 00:03:40,1102.1930033395,2.03559370577834,5.3101852808775,0.260162587666432,5.31655455057778,2.80485670885471
01-Jan-2022 00:03:50,1150.60510982056,-2.52185522816852,4.84121064810663,-0.455744893394686,4.86261492894475,354.62210341908
01-Jan-2022 00:04:00,1200.48030215155,1.56687578204046,4.98751923309831,0.408873101020898,5.00425072446055,4.68658506927224
01-Jan-2022 00:04:10,1249.61395985311,-2.6140200042078,4.91336577015634,-0.418089578624826,4.93112178789965,355.136286835482
01-Jan-2022 00:04:20,1298.46880064687,1.56510693280626,4.88548407937615,0.417912693701406,4.90332598441043,4.88927693061376
